sentence,overall
"Đúng hàng[5,8,p] chínhhãng, nhập khẩuMalaysia, có xuất hoá đơnVAT.",p
"Mới đặt hôm qua nay đãgiao, sản phẩm[28,35,p] như hình chấtlượng.",p
" mẫu mã[1,6,p]đẹp, thương hiệu[19,29,p] nổi tiếng",p
"Hàng[0,3,p] loại này siêubền, cty mình xài 10 năm loại này rồi",p
"Dt[0,1,p] xàitốt,đẹp, cứngcáp, sẽ ủng hộ shop nữa",p
"Hàng[0,3,p] chuẩn chínhhãng. Có xuất hđ gtgtluôn.Verygood!",p
"Hàng[0,3,p] chínhhãng, sử dụng[23,29,p] oklắm, rẻ nữa",p
" sản phẩm[1,8,p] bền chấtlượng, shop uy tín chuđáo, đóng gói[52,59,p] kĩ càng",p
"Tốt hàng[4,7,p] giao đúng như yêucầu, hàng dùng được lắm",p
"Sản phẩm[0,7,p] chấtlượng. Shop gửi hàng[32,39,p]nhanh. ThankYou!",p
"Sp[0,1,p]tốt, hàng[14,17,p] chấtlượng, đúng chính hãng",p
" Sản phẩm[1,8,p] dùng tốt",p
"Qua chatluong, giao hang[15,23,p] nhanh 👍👍🎂",p
" Sản phẩm[1,8,p] tốt và đẹp",p
" Chất lượng[1,10,p] tuyệt vời",p
"ĐT[0,1,p] dùngtốt.",p
"Hàng[0,3,p]chuẩn, chính hãng",p
"hàng chất lượng[5,14,p]",p
"Đây là lần đầu mình mua máy đọc sách Kindle và cũng là lần đầu mình mua hàng giá trị lớn trênTiki, mình khá hàilòng. TikiNow giao[125,128,p]nhanh, nhân viên[147,155,p] thân thiện nhiệttình. Gói hàng[190,197,p] được bọc cẩnthận, có dán tem hàng dễvỡ, máy đọc sách nguyênseal, bao da gắn kèm với máy luôn tronghộp. Đây là bản cho thị trường Nhật nhưng tính năng đầy đủ không khác bảnthường. Từ lúc mua máy đọcsách, mình như trở lại thời trẻthơ, thời còn say mê với những trangsách, thời gian dành choFacebook,Youtube,... cũng giảmhẳn. Một sản phẩm đáng mua cho bất kỳ ai có mong muốn tốt hơn mỗingày.",p
"Cảm nhận đầu tiên của mình về máy đọc sách ppw5 này khátốt, đang đọc điện thoại chuyển qua kindle thật chưa quenlắm, bao da bản kids ngọc lục bảo đẹp hơn mìnhnghĩ, rất có cảm xúc để có thể trên tay e nó cảngày. Giao diện[211,219,p] máy cơ bản dễ dùng cho ngmới, đènnền, chữ to rõnét, tông ấm dễchịu..nói chung đáp ứng vừa đủ yêucầu. Shop gửi hàng[338,345,p] rấtnhanh, đóng gói[368,375,p] cẩnthận, trc mắt thì dùng ổn k thấy lỗi lầmj. Nói chung mình khá hài lòng về máy cũng như các b hỗ trợ bênshop. Thanks",p
"Shop đóng gói[5,12,p] và gửi hàng[25,32,p]nhanh. Đặt chiều hômtrước, sáng hôm sau đã nhậnđược. Máy đọc sách Kindle paperwhite 5 bản kid nên có 1 năm tài khoản truy nhập miễn phí kho sách và audible của Amazonkids, được kích hoạt ngay sau khi đăngnhập. Theo thông tin thì bản kid giống hệt bản cơ bản nhưng có thêm tài khoản truy cập kho Amazon kids 1năm, có thêm Cover chính hãng cùng với 2 năm bảo hành củahãng. Cover chính hãng đã đóng sẵn cùng máy để trong hộp còn nguyênseal. Cả máy và cover hơn 300 g nên cầm khá nặngtay. Cover nhẵn nên tay có mồ hôi sẽ cảm giác hơitrơn. Mặc dù chỉ lớn hơn bản trước0.8inch, màn hình6.8 inch cảm giác lớn hơn màn hình 6 inchnhiều. Máy đã hỗ trợ đọc fileepub. Hy vọng chính sách bảo hành và hậu mãi của shoptốt.",p
"Máy[0,2,p] đọctốt, shop có hướng dẫn kích hoạt góiKid. Từ lúc mua máy này chăm đọc sáchhẳn, bạn nào cần luyện reading có thể mua về trau dồi kiến thức nhanh lên trình",p
"Fullbox nhìnđẹp, đóng gói[17,24,p]tốt. Shop[39,42,p] trả lời nhanh nhiệttình. Mình kẹt đi nước ngoài không nhận được liên hệ tiki trước không thấy trảlời, liên hệ shop đượcliền. 5 sao",p
"Shop hỗ trợ nhiệt tình và nhanhchóng, đóng gói[38,45,p] lại kĩ nữa nên nhận về hộp còn nguyên vẹn không ráchmóp. Máy[113,115,p] còn nguyênseal. Đơn vị vận chuyển[154,163,p]nhanh, shipper[182,188,p] nhiệttình.",p
"Hàng[0,3,p] nguyên sealluôn. Mớitinh. Rất hàilòng!",p
"Giao hàng[0,8,p] khánhanh, mình nhờ nhận hộ nên chưa kiểm tradc. Nếu chất lượng[69,78,p] tốt lần sau sẽ ủng hộ shop tiếp ^^",p
"Máy[0,2,p] tronghộp. Nguyênseal. Chưa mởra, vì để tặng cho cháu nhân dịp sinhnhật, nhưng chắc chất lượng[94,103,p]tốt, vì trong quá trìnhmua, shop tư vấn và phản hồi các câu hỏi chu đáo và đầy đủ",p
"Hàng[0,3,p]tốt, chưa thấy có lỗi gì",p
"Lần đầu muamáy[11,13,p], cảm giá[20,22,p]c đọc sướnglắm, giátốt, máy quáđẹp, màn hình[77,84,p] đọc k mỏimắt. Mỗi tội máy có 1 chấm sáng nhỏ do lỗi màn hình nhưng nhìn chung nênmua.",p
"Bản của mình là bản có quảngcáo, nhờ hỗ trợ gỡ đi trong vài phút làxong, được tặng cả cover quá ưngluôn. Pin[105,107,p] đọc 1 tháng không hết 😂",p
"Thật sự tiki ngày càng văn minh tronggiao hàng,[37,46,p] option giao 2h hoặc trong ngày rất ổn(compare with express nàođó), hàng đóng gói[129,136,p] cẩnthận, kèm quick manual củashop, hài lòng",p
"Rấttuyệt, chữ[10,12,p]rõ, đoc không mỏi mắt",p
"Cơ bản hài lòng với sảnphẩm! Phù hợp để đọc sách thay sáchgiấy. Tiki giao hàng[69,77,p]nhanh?",p
"Máy[0,2,p]tốt. Kèm theo cover màu vàng rấtxinh. Hàng nguyênseal.",p
" Sản phẩm[1,8,p] SDtốt, shop cần chuẩn bị đủ ốp cho máy hơn nha",p
"Mhơi xước nhẹ ở màn hình[16,23,neg] nhưng ko ảnh hưởng gì đến việcđọc. Máy hoạt động[75,83,p] tốt",p
"Chữ[0,2,p] rõnét. Lâu hếtpin.[25,28,p] Rất đáng mua nếu chăm đọc",p
"Giao hàng[0,8,p] rất nhanh và thânthiện. Máy nguyên seal đúng môtả. Cảm ơnshop!",p
"máy giao[4,7,p] đúng thờigian, chất lượng[31,40,p]tốt, nguyên seal",p
"Khátốt, hạn chế duy nhất là sản phẩm[28,35,neg] chưa thân thiện lắm với ngườidùng.",neg
"Hình ảnh[0,7,p] rõnét! Đọc không mỏimắt! Máy[41,43,neg] hơi chậm chút nhưng nhìn chung hàilòng! Shop giao hàng[101,109,p]nhanh!",p
"Lần đầu mua hàng refurbished ko có box nên hơi bấtngờ, máy[55,57,p] ok",p
"Giao hàng[0,8,p]nhanh, bọckĩ, không ướt dù trời mưa",p
"Lần đầu mua máy đọcsách. Cảm nhận[25,32,p] khá làtốt.",p
"Đẹp, giao hàng[5,13,p] nhanh",p
"Máy[0,2,p] đọc sáchđẹp, nguyênseal. Giá[30,39,p] thấp trên thị trường",p
"Máy[0,2,p] mớitinh. Pin[20,22,p] rất tốt!",p
"xứng đáng giá[10,12,p] tiền",p
"Giao hàng[0,8,p]nhanh, máy[23,25,p] chuẩn",p
"shop[0,3,p] hỗ trợnhanh.",p
"Máy[0,2,p] ok",p
" Sản phẩm[1,8,p] chất lượngtốt!",p
"Hàng[0,3,p] chính hãng yên tâm mua sử dụng",p
" Giao hành[1,9,p] nhanhlẹ, shop đóng hàng[32,40,p] rấtkỷ, đúng màu, ung hộ shop dài dài luôn 5 sao cho shop",p
" Giao hàng[1,9,p]nhanh, dễ sửdụng,đẹp, đúng hàng nhập khẩumalaysia.",p
"hàng[0,3,p] chínhhãng, sàitốt, bềnlắm. nay mua được giá[52,54,p] tốt củashop. tks shop nhiều",p
"Đt âm thanh[3,10,neg] hơinhỏ, hàng[30,33,p] yhình, còn độ bền[55,60,neu] phải chờ thời gian",p
"Giao hàng[0,8,p] nhanh, sp[24,25,p] ok",p
"Điện thoại[0,9,p] xài tốt",p
"sản phẩm[0,7,p] đúng chấtlượng. Dùngtốt.",p
"Hàng[0,3,p]đẹp. Đáng đồngtiền!",p
"Hàng[0,3,p] Malaysia là ok",p
"Hàng[0,3,p] giao cẩnthận. Giá[26,28,p] cả hợplý.",p
"Sp[0,1,p]tốt, giao hàng[14,22,p] nhanh",p
"Giao hàng[0,8,p]nhanh, đúng loại",p
" sản phẩm[1,8,p] chất lượng",p
"Giao[0,3,p] nhanh gọn đẹp",p
"Sp[0,1,p] tốt",p
"Giao hàng[0,8,p] nhanh! Nhân viên[24,32,p] Shop thânthiện.",p
"Máy[0,2,p] dùngtốt, ổnđịnh, bán hàng[28,35,p] nhiệt tìnhsupport, xuất hóa đơn kịpthời, mua cho cty cần hóa đơn gtgt rất ok",p
"Hàng[0,3,p] chínhhãng, mẫu mớiđẹp. Mua ở đây nhiều lần yên tâm hàngchuẩn.Verrygood!",p
"Giao hàng[0,8,p] đóng gói[17,24,p] cẩnthận. Xuất hoá đơn VAT đúng yêucầu.",p
"Pin[0,2,p]trâu, hàng nguyênseal. Tính năng[33,41,p]ổn, dùng làm máy phụok. Màn[75,77,p] to cho người già dùng phù hợp",p
"Đt[0,1,neg] tôi nhận được hiện toàn tiếnganh, cũng ko có cục sạt[61,63,neg]nữa. Tôi muốn đổi sản phẩm khác",neg
"Máy[0,2,p] tobự,nhẹ. Cam chụp[26,29,p] ổn Đáng giá tiền",p
" Sản phẩm[1,8,p]ok, màn hình[20,27,p] sắcnét, pin[46,48,p] khoẻ chạymượt, nói chung xứng đáng giá tiền",p
"Máy hoạt động[4,12,p]tốt. Tuy vậy ko cócảm biến vân tay,[39,55,neg] hơi bấttiện. Mọi người mua nhớ kiểmtra.",p
"Không có cốc sạc[13,15,neg] phải mua thêm",neg
"Máy[0,2,p] dùng ok so với tầm giá",p
"Dịch vụ[0,8,p] tốt nha",p
"Hư cắmsạc[6,8,neg], sạc không tăng dung lượng pin",neg
"Máy[0,2,p] chính hãng hàng ok sẽ ủng hộ",p
"Sao không có dán màn hình[17,24,neg] vậy",neg
"Hàng[0,3,p] đúng mẫu",p
"Giao hàng[0,8,p] nhanh đúng h Sản phẩm[30,37,p] ok",p
"sản phẩm[0,7,p] rất tốt",p
"Sd[0,1,p] tốt",p
"Máy[0,2,p]ổn, giá[14,16,p] hợp lý",p
"Hàng[0,3,p]rẻ, giao hàng[15,23,p]nhanh.",p
" Giao hàng[1,9,p]nhanh, đúng Kindle Paperwhite5,16G, hàngmới.",p
"(*) Đánh giá không tính điểm Hàng điện tử mà hộp bị nứt rách thếnày. Cần chú ý khâu vận chuyển[84,93,neg] ghi chú rõ ràng để bảo vệ sảnphẩm.",neg
"SP[0,1,p] quáđẹp. Hàng[18,21,p]chuẩn.",p
"Sau một thời gian sử dụng máy mình có nhận xét nhưsau: máy không hỗ trợ sách tiếng việt nên hiển thị rấtkém, người dùng phải cài font và phần mềm[137,144,neg] khác để đọcđược, máy load[163,170,neg] sách rấtchậm, phần mềm quản lý sách rấttệ, không thânthiện. Việc hiển thị trang sách cũng không tốt nhưkindle. Còn rất nhiều nhược điểm khác của máy mà không viết ra hếtđược. Nếu là người chỉ chú tâm vào đọcsách, không thích mày mò cài đặt chương trình thì mình nghĩ nên chọn kindle cho dễdùng. Được cái màn hình máy rấtđẹp, lại hỗ trợ đọc được nhiều kiểufile. Cho 4 sao là vì khâu đóng gói và giao hàng của của hàngtốt. Còn về phần đặc tính của sản phẩm mình nghĩ rất khó để phù hợp với nhiều người chỉ chuyên đọcsách.",neg
" Giao hàng[1,9,p] nhanh hơn dựkiến, còn được shop khuyến mãi thêm củ sạc 😄 Công đoạn cài đặt hơi tốn thờigian, nhưng hướng dẫn đã có sẵn chỉ cần làmtheo. Mình chưa xàinhiều, nhưng nhận thấy Koreader render font đẹp hơn(nên chỉnhline-height bằng115% để dễđọc). Phần chép sách thì chỉ cần dùng Calibre theo hướng dẫn làok. Chỉ cần cài hai thứ này là bắt đầu đọc thoảimái.",p
"- Shop nhậnđơn, đóng gói[16,23,p] cẩn thận và chuyển hàng[46,56,p] rất rấtnhanh, hơi nản bên vận chuyển Best chuyển hàng tương đốilâu. - Shop hỗ trợ[143,148,p] nhiệttình, từ trước khi mua đến khi càiđặt, hy vọng sau này cũngvậy. Thẻ bảo hành gửi kèm tronghộp. Mình được tặng túi chống sốcnữa. - Sản phẩm[297,304,p] đáng tiền so với các tiêu chí mìnhcần: màn hình hiển thị sắcnét,7"", đèn vàng và nút chuyển trang vậtlí. Cá nhân mình thấy Kindle cho cảm giác giống trang sáchthật, nhưng màn hình Libra 2 thì nét và đẹplắm, phù hợp với các bạn có nhu cầu đọc chữ thật rõ nhưmình. Nhờ màn hìnhto, đèn vàng và chữ rõ nét mà mình đọc nhanh và tập trung tốt hơnhẳn. - Ngoài trình đọc mặcđịnh, có thể cài thêm trình đọc khác để thuận tiện chỉnh sửa fileđọc. Tuynhiên, bạn nào thích đơngiản, đẹp chân phương thì dùng trình đọc mặc định cũngđược. Mình thấy trình đọc cài thêm có ngôn ngữ thiết kếxấu... - Mua sách gốc trên Kobo store dễ dàng và nhanhchóng. Các đầu sách sale mỗi tháng khá giống Kindle store nên không sợ ít sáchđâu, tuynhiên, Kobo store yếu sách chuyênngành.",p
"Cái này mình mua hộbạn, shop hỗ trợ[29,34,p] tương đốitốt, bảo hành 1 đổi 1 với lỗi của nhà sản xuất trong 12tháng. Màn hình[116,123,p] thì miễnchê. Nút bấm so với oasis 3 thì khôngbằng, nhưng vẫn nhẹ nhàngnhé. Nhiều bạn chê nút bấm củanó, mình cứ ngỡ phải gồng lên mới bấm đượccơ. Mà thực ra thì ưu tiên số 1 là mànhình, do đó những cái khác đừng quá tệ làđược.",p
"Máy[0,2,p] nhỏgọn, màn hình[19,26,p]đẹp. Rất đáng tiềnmua. Shop nên có file hướng dẫn sử dụng gửi kháchhàng. Khách hàng toàn phải mày mò setup rất vấtvả. Vì giá tốt nên tặng 5sao, nhưng khâu CSKH cần cảithiện!",p
"Chất lượng[0,9,p] máy rấttốt, đángtiền. So với Kindle thì hơnnhiều. Máy hơi kén ốplưng, shop gửi cho ốp lưng chính hãng máy mới tự động đóng mởđược. Shop cótâm, hỗ trợkỹ, nhiệttình.",p
"Shop đóng gói[5,12,p] hàng nhanh vàkỹ, đc tặng thêm túi bảo vệ rất dàydặn.Tiếc là ko có TikiNow cho sp này nên giao mấy hơn 1ngày. Máyđẹp, thiết kế[139,146,p] báng lệch 1 bên nên cầm nắm thoải mái hơn cái kindle paperwhite cũ củamình. Do mạng chậm nên vẫn đang update phầnmềm, chưa đọc gìcả. Nhưng mà tođẹp, xem review thì chắc là đọc sẽ sướng hơn máycũ.",p
"Máy[0,2,p] đẹp hơn mìnhnghĩ, shop bọc[34,36,p] cẩnthận, giao hàng[56,64,p]nhanh, trong hộp có hướng dẫn cụ thể chitiết, setup cũng đơngiản, giá[140,142,p] rẻ hơn so với các shopkhác. Mình hài lòng với sản phẩmnày, chúc shop ngày càng làm ăn phát đạt nhé^_^",p
"Shop hỗ trợ[5,10,p] nhiệttình. Máy[31,33,p] còn nguyên seal nên cũng yêntâm.",p
"Giao[0,3,p] đúnghàng, shop hướng dẫn set up kỹlắm. Còn tặng cả túi chốngsốc. Quá ưngý. Chúc shop kinh doanh thuận lợinhé!",p
"Công nhận chất lượng màn hình[10,28,p] hiển thị ngon hơn hẳn các dòng mds cùng phân khúc hiệnnay. Nhược điểm duy nhất có lẽ nên nhắc đến đó là trọng lượng[143,153,neg]:)))",p
"Lần đầu tiên trải nghiệm[13,23,p] max phê",p
"Máy hơi khó setup cho ngườimới, nhưng setup xong dùng thíchlắm, màn hình[64,71,p] đẹpcực, hơn hẳn các dùngkindle. Shop hỗ trợ[119,124,p] cực kỳ nhiệt tình và nhanhchóng.",p
"Sản phẩm[0,7,p] đúng chấtlượng, shop hỗ trợ nhiệttình. Chưa cài đặtthêm, mới dùng cơbản. Sách cần tìm down về để nạp vàomáy. Máy nhẹ dễcầm...",p
"Shop đóng gói[5,12,p] hàng cẩnthận. Hiện tại dùngok, chưa gặp vấn đềgì. Tuynhiên, nếu có thêm tờ hướng dẫn cài đặt thì sẽ tốt hơn cho người dùngmới.",p
"Shop hỗ trợ khách hàng rất nhiệttình. Giá[38,40,p]tốt.",p
"Sản phẩm[0,7,p]tốt, đóng gói[20,27,p]ok, giao hàng[41,49,p] chẩntime. - Có bản hướng dẫn chi tiết cho người mới sửdụng, ghichú, lưu ý rất đầyđủ. - Rất hàilòng!",p
"Shop tư vấn[5,10,p] nhiệttình, mình rất ưngý, Libra 2 màn rất đẹp nhé",p
"Hóng mãi mớivề. Máy[16,18,p] màu trắng đẹp xuấtsắc, đọc bao phê",p
"Máy[0,2,p] quáđẹp, người bán[19,27,p] cũng rất nhiệt tình 👍",p
" Giao hàng[1,9,p]nhanh, đúng sảnphẩm! Supporttốt! Thanks!",p
"đóng gói[0,7,p] rất cẩnthận,đẹp. Sẽ giới thiệu thêm bạn bè ủnghộ.",p
" Sản phẩm[1,8,p]tốt, shop có hướng dẫn set up chitiết, nhiệt tình",p
"Shop tư vấn[5,10,p] rất nhiệt tình và cẩn thận Hàng đúng ảnh luôn",p
"Shop tư vấn[5,10,p] nhiệt tình và cótâm, có 10 sao cũng cho luôn",p
"Shop quá nhiệttình, hỗ trợ[20,25,p] rất chu đáo và kĩlưỡng.",p
"Sách[0,3,p] đẹpxịn, shop tư vấn nhiệttình, có cả documents hướng dânsetup.Xịn",p
"Chuyển hàng[0,10,p] nhanh",p
"chất lương[0,9,p] máy rấttốt, đẹp",p
"Đúng sảnphẩm. Shop[14,17,p] hỗ trợtốt.",p
"Máy[0,2,p]xịn, shop hỗ trợ[20,25,p] nhiệt tình",p
" chất lượng[1,10,neg] ok",p
"(*) Đánh giá không tính điểm Không hiểu sao những đánh giá bên trên cái nào cũng tốt nhưng sau khi mua hàng thực tế xong tôi thấy thấtvọng. Nhà bán chỉ gửi 1 tờ hướng dẫn ghi vắn tắt kèm theo đường link để download về tự xửlý. Ngày đầu liên hệ zalo không phảnhồi. Ngày hôm sau thì trả lời chung chung chứ không hỗ trợ cụthể. Nói chung là đối với những ai ko rành thì cài rất mấtcông, ko dễ sử dụng[392,398,neg] nhưKindle. Mình đang sử dụng Kindle PPW4 thấy cầm nhẹ hơn Libra2 khánhiều, có thể lúc đầu chưa quen nên thấyvậy. Chất lượng[527,536,neg] màn hình thì tốt hơn do có đèn vàng nhưng chênh lệch khoing nhiềulắm.",neg
" Đóng gói[1,8,p] cẩnthận. Đây là lần đầu mình mua điện thoại trên shop online nhưng rất hàilòng. Hộp nhận được vẫn nguyên vẹn ko cấnmóp, bên trong mình mở ra thì đc shop gói cho bao nilong chống sốc rấttốt. Điện thoại nguyênseal. Nói chung mọi thứ okhết. Đánh giá 5 sao choshop.",p
"hàng[0,3,p] nhìn ok nhashop,mọi chức năng[32,40,p]ok,shop đóng gói[58,65,p] rấtkỹ,máy cũng rất đẹp nhưng giao hàng[105,113,neg] hơilâu,đúng 15ngày, shop uy tín mn nên muanhé,thanks shop và Tiki",p
"Không chấp nhận kiểu b á nTGDĐ -15h04/1 đặt hàng mua chot.em ở nhà cáidt, thanh toán qua thẻ thànhcông, hiển thị giao07/1 giaohàng. -17h có nv(số dt bànTGDĐ) gọi chot.em nói là hàng hết ở ShopHCM, phải đến11/1 mới có do lấy từ nơi khácvề, nhờ xác nhận""đã nhậnhàng""(vì hạn giao 3ngay mà ko giao thìshop...-bạn nv nàynói).T.em trả lời để hỏi lại chớ chưa có xác nhận gì(tại nó biết gìđâu). -Khi nó báo thì mình lên tiki xem lạiđh, thì thấy trạng thái""đã giao hàn thànhcông"". Hếthồn. Vì mình chưa xác nhận hay nhận hàng gìhết. -Vì lo lắng nên đã gọi lại cho Tgdd vs tiki để hỏi thêmtt. Sau 1 hồi lâu thì bên tgdd nói là muốn hủy tì lại cửa hàng báo hủy rồi nhận lạitiền. -Mình khôngchịu, vì mình đâu có sai mà phải đến chổ họ để xin lạitiền?? -Họ đem tiền mặt lại hoàn trả đầyđủ. Không nói lừađảo, nhưng cách làm như vậy kodc, TỰ Ý XÁC NHẬN ĐÃ GIAO HÀNG[848,856,neg] là phạmpháp! Shop rutKN. Thân",neg
